Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D.2510102411;VARVEL FRS-G 28 FL1:28 PAM63 B14;;,00;;;;
D.2510102412;RIDUTTORE SRS 040 05 G3 AC19 VARVEL;;,00;;;;
D.2510102430;RID.VARVEL PC 80 112 B5 - OLIO ALIMENTARE - TENUTE VIT;;,00;;;;
D.2510102515;RIDUTTORE BONFIGLIOLI W63 I=15 P90 B14 B3;;,00;;;;
D.2510102532;RIDUTTORE BONFIGLIOLIL W63 I=30 P80 B14 B3;;,00;;;;
D.2510102560;RID.VF49 N 60 HS B3 + KIT ALBERO;;,00;;;;
D.2510102562;ALBERO LENTO PER W63;;,00;;;;
D.2510102840;RIDUTTORE NMRV 075 I:40;;,00;;;;
D.2510103549;RID.MOTOV.NMRV090 I:50-P90-B14-FORO STD ALB.LENTO CAVO�35;;,00;;;;
D.2510103551;*SOST.DA C95RI00800 RID.;ANN;,00;;;;
D.2510103552;RID.MOTOV.NMRV-P 090 I:20-P90-B14-FORO STD ALB.LENTO CAVO�35;;,00;;;;
D.2510103553;RID.MOTOV.NMRV-P 090 I:20-P100-B14-FORO SP.ALB.LENTO CAVO�40;;,00;;;;
D.2510103554;RID.MOTOV.NMRV-P 090 I:30-P100-B14-FORO SP.ALB.LENTO CAVO�40;;,00;;;;
D.2510103555;RID.MOTOV.NMRV-P 090 I:40-P100-B14-FORO SP.ALB.LENTO CAVO�40;ANR;,00;;;;
D.2510104520;MOTORID. MOTOVARIO NMRV 130 1=20;;,00;;;;
D.2510111020;RIDUTTORE CON FRIZ.NMRL 063 1:40 PAM80 B14 MOTOVARIO PAM80;ANR;,00;;;;
D.2510112540;*SOST.DA C95RI00750 RIDUTTORE A VITE SENZA FINE;ANN;,00;;;;
D.2510112560;KIT ALBERO LENTO DOPPIO VF49;;,00;;;;
D.2510113551;ALBERO LENTO SEMPLICE PER RIDUTTORE NRV/NMRV90;;,00;;;;
D.2510201617;RIDUTTORE COASSIALE - AS 16 F 15.64 063 B5 B5 CON FLANGIA;ANR;,00;;;;
D.2510201618;RIDUTTORE HYDRO-MEC tipo P 302A - 1/13,03 FLANGIA FL.U.160mm;;,00;;;;
D.2510202042;RIDUTTORE COASSIALE HA42.1=16.5 PAM80 B14;;,00;;;;
D.2510202043;RIDUTTORE COASSIALE HA32 I=16.5 PAM 71 B5;;,00;;;;
D.2510202044;RID.MOTOVARIO HA42F i16,49;;,00;;;;
D.2510202045;*ANN.SOST.DA C95RI00870;ANN;,00;;;;
D.2510202840;RIDUTTORE NMRV 075 I:40;;,00;;;;
D.2510308403;RIDUTTORE ROSSI 1=19,8 POS.V5 CON MOTORE TRIFASE H1 12KW3 B5;;,00;;;;
D.2510308404;RIDUTTORE ROSSI MRCI81 PAM 100 B5 I=41,6 POS. V5 CON MOTORE;;,00;;;;
D.2510308405;RIDUTTORE ROSSI MRCI81 PAM 100 B5 I=20,8 POS. V5 CON MOTORE;;,00;;;;
D.2510503543;MOTORIDUTTORE NORD RIDUTTORI 1/43.28;;,00;;;;
D.2510504539;MOTORIDUTTORE NORD RIDUTTORI 1/39.32;;,00;;;;
D.2512101033;MOTORE H90 KW 1.5 4 POLI B14;ANN;,00;;;;
D.2514101450;LINGUETTA 14 X 9 X 50 UNI 6604;ANR;,00;;;;
D.2514104009;LINGUETTA INOX316 14X9X40;;,00;;;;
D.2514211050;LINGUETTA INOX 10X8X50;;,00;;;;
D.2515101014;MOTORE TRIFASE ABB H71 KW0,37 POLI 4 V220-420 HZ50 B5;;,00;;;;
D.2515101020;*SOST.DA E54N470010;ANN;,00;;;;
D.2515101023;RID.NMRV-P  063 i40 B14;;,00;;;;
D.2515101024;MOTORE TRIFASE ABB GR.80 4P 0.55KW B14;;,00;;;;
D.2515101025;MOTORE TRIFASE ABB GR.80 4P 0.75KW B14 400v 50hz;ANR;,00;;;;
D.2515101029;MOT.GR.90S KW1,1 B14 4P EURO FORNITORE ABB;;,00;;;;
D.2515101033;MOTORE TRIFASE 1,5KW H90 4 POLI B14 V230/400 HZ50;;,00;;;;
D.2515101042;MOTORE TRIFASE H100 KW 2,2 POLI 4 B14 IE2- ABB;;,00;;;;
D.2515101050;MOTORE TRIFASE H132 4 POLI 7,5KW B5;;,00;;;;
D.2515101054;MOTORE TRIFASE H132 4 POLI 5,5 KW B14;;,00;;;;
D.2515102031;MOT.TRIFASE DOPPIA POLARITA' 6P 90L KW1,03/0,55 P4/8 V400/50;;,00;;;;
D.2515103010;MOTORE ELETTRICO ASINCRONE TRIFASE BONORA H80 KW0,8-1,1 POLI;;,00;;;;
D.2515103030;MOTORE 2,2/3KW H100 2/4 POLI B14;;,00;;;;
D.2515103033;MOTORE ELETTRICO ASINCRONE TRIFASE BONORA;;,00;;;;
D.2515103042;MOTORE 3,7/4,8KW H112 2/4 POLI;;,00;;;;
D.2515103050;MOTOTRE ELETTRICO BONORA H132 2/4 poli 6/7.5kw 400V 50Hz alb;;,00;;;;
D.2515103061;*SOST.DA 450180126 MOTORE H160 2 POLI 15KW B5 400V 50HZ;ANN;,00;;;;
D.2515103065;MOTORE H160 8.8/11KW 2/4P B5 A;;,00;;;;
D.2515104052;MOTORE ELETTRICO TRIFASE ABB H132 KW 11 POLI 4 B5;;,00;;;;
D.2515201020;MOTORE SELEMA63VC401 B5 220 1.45�225W 2150RPM+COPRISTELI GOM;;,00;;;;
D.2515201030;MOTORIDUTTORE AC100P I76,7 B3  110V  60 Hz completo di cond.;;,00;;;;
D.2515201040;MOTORIDUTTORI AC 100P 76,7 B3  220V  50Hz COMP.DI CONDENSAT.;;,00;;;;
D.2515351010;MOTORE TRIFASE CARPANELLI MM63 KW 0,18 4POLI B14 230/50;;,00;;;;
D.2515501011;*ANN.POMPA DEL VUOTO PARTISANI 0.83KW;;,00;;;;
D.2515501014;*ANN.POMPA VUOTO 1,2Kw;;,00;;;;
D.2515501025;POMPA VUOTO TRMB 25-30/GH 0,75 KW;;,00;;;;
D.2515501029;POMPA VUOTO TRAVAINI ANELLO LIQUIDO TRMB 32-75/RZ  GIRANTE;;,00;;;;
D.2515501029A;Piastra Valvola Rif. 180.5 per Pompa Vuoto Travaini  TRMB 32;;,00;;;;
D.2515501029B;Valvola Piana Rif. 400.9 per Pompa Vuoto Travaini  TRMB 32-7;;,00;;;;
D.2515501029C;Anello Dist. Girante per Pompa Vuoto Travaini;;,00;;;;
D.2515501029D;Kit Guarnizioni Rif. 400.G (GUARB2C10700M) per Pompa Vuoto T;;,00;;;;
D.2515501029E;Girante Rif. 230 per Pompa Vuoto Travaini  TRMB 32-75/RZ;;,00;;;;
D.2515501029T;TENUTA MECCANICA PER POMPA DEL VUOTO TIPO TRMB 32-75/rz 3KW;ANR;,00;;;;
D.2515501030;POMPA VUOTO TRAVAINI ANELLO LIQUIDO TRMX257/1C/RX GIRANTE IN;;,00;;;;
D.2515501040;POMPA VUOTO TRAVAINI ANELLO LIQUIDO TRMX257/1C/RX;;,00;;;;
D.2515601003;POMPA VUOTO DVP CB.16-1 -0.55Kw 50Hz 9701030/TN;;,00;;;;
D.2515710001;POMPA PNEUM. PER RICIRCOLO PRODOTTO MOD.PA50AM-80-C CSF;;,00;J0001000020;;;
D.2515710002;POMPA PNEUMATICA PA65 AM 230;;,00;;;;
D.2515800010;KIT 208 ANELLI TENUTA D.22;;,00;;;;
D.2515800011;OR D.34,65X1.78 (2137);;,00;;;;
D.2515800012;KIT 169 GR.VALV.ASP. E MANDATA;;,00;;;;
D.2515800015;ELETTROPOMPA CENTRIFUGA LOWARA 5SV21 C 030T/D AISI 316 Clamp;;,00;;;;
D.2515850005;Pompa di circolazione Lowara tipo 3HM03N03T5RVBE 0.3 KW 400V;;,00;;;;
D.2515860010;FUSIONE ELICA COD.MABBB0030;;,00;J0001000020;;;
D.2515860011;FUSIONE ELICA COD. TABBB0082;;,00;;;;
D.2515860012;*SOST.DA  D.25TABBB0010;ANN;,00;;;;
D.2515900001;POMPA SOFFIANTE mod.4.8 400v60hz UL/CSA BECKER;;,00;;;;
D.2516910010;Sonda PT100 a 3 fili, testa DIN B gambo D.6x750mm Aisi316 at;;,00;;;;
D.2517020010;Piastra riscaldante 40CU003, 4 contatti 1500w IUT;;,00;;;;
D.2517200011;ANODO IN MAGNESIO 21,3 X 275 M;;,00;;;;
D.2520200001;DADI RIB.M8 DX INOX H3.8;;,00;;;;
D.2520310630;GRANI 6X30;;,00;;;;
D.2520406512;VITI TE 14 X 45 AISI 304;;,00;;;;
D.2520502006;VITE TESTA CILINDRICA - ISO4762 - M4x30;;,00;;;;
D.2520901004;*ANNULLATO E SOSTITUITO DA P300102032;ANN;,00;;;;
D.2520901005;FASCETTA INOX DIAMETRO 26-38;;,00;;;;
D.2520901007;FASCETTA INOX 38-50mm;;,00;;;;
D.2520903001;COLLARE INOX TUBO 20/22 serie L6583/5 65835020-ACEACE cod.42;ANR;,00;;;;
D.2520903002;COLLARE INOX TUBO 40/43 serie L6583/5 65835040-ACEACE cod.40;ANR;,00;;;;
D.2520903003;COLLARE INOX TUBO 26/28 serie L6583/5 65835026-ACEACE cod.40;;,00;;;;
D.2521202008;ANELLI SEEGER A8 INOX;;,00;;;;
D.2522101410;BOCCOLA  SINTERIZZATA BRONZO 10X14X10;;,00;;;;
D.2522101414;BOCCOLA  SINTERIZZATA BRONZO 10X14X14;;,00;;;;
D.2522162215;BOCCOLA  SINTERIZZATA BRONZO 16X22X15;;,00;;;;
D.2522162216;BOCCOLA  SINTERIZZATA BRONZO 16X22X16;;,00;;;;
D.2522202630;*ANN. E SOST.DA C115202820;ANN;,00;;;;
D.2522202820;BOCCOLA  SINTERIZZATA BRONZO 20X28X20;;,00;;;;
D.2522252228;BOCCOLA  SINTERIZZATA BRONZO 25X22X28;;,00;;;;
D.2522253025;BOCC.SINTERIZZATE IN BRONZO 25x20 h25;;,00;;;;
D.2522253035;BOCCOLA  SINTERIZZATA BRONZO 25X30X35;;,00;;;;
D.2522303530;BOCCOLA  SINTERIZZATA BRONZO 30X35X30;;,00;;;;
D.2522304030;BOCCOLA  SINTERIZZATA BRONZO 30X40X30;;,00;;;;
D.2522354040;BOCCOLA  SINTERIZZATA BRONZO 35X40X40;;,00;;;;
D.2522405040;BOCCOLA  SINTERIZZATA BRONZO 40X50X40;;,00;;;;
D.2522607250;BOCCOLA SINTERIZZATA BRONZO 60X72X50;;,00;;;;
D.2523111004C;TUBO RILSAN PU 2X(2.5X4) AZZURRO;ANN;,00;;;;
D.2523111011N;TUBO RILSAN 6X4 NERO;;,00;;;;
D.2523121042;TUBO ARMORVIN D.60;;,00;;;;
D.2523131004;TUBO RILSAN PU 2X(2.5X4) AZZURRO;ANN;,00;;;;
D.2523212011;TUBO VAPORE MAINE DIAM.19X31 60R 17 BAR;;,00;;;;
D.2523212012;*ANNULLATO E SOSTITUITO DA P863342537;ANN;,00;;;;
D.2523250003;**SOSTITUITO DA 104190007;;,00;;;;
D.2523250006;TUBO OLEODINAMICO 3/8� MANDRINATO L.500mm;;,00;;;;
D.2523250007;TUBO OLEODINAMICO 3/8� MANDRINATO L.700mm;;,00;;;;
D.2523250008;KIT RACCORDERIA CILINDRI SOLLEVAMENTO TM 100/200;;,00;;;;
D.252325C001;CILINDRO ROVESCIAMENTO C525A780 OLEOMEC;;,00;;;;
D.2523262009;FORCELLA F2320 CON PERNO;;,00;;;;
D.2523271500;*SOST.DA 104180555;ANN;,00;;;;
D.2523381800;"Tubo Petrovast mandrinato INOXF/F 3/4"" lunghezza mm 1800";;,00;;;;
D.2523382500;"Tubo Petrovast mandrinato INOXF/F 3/4"" lunghezza mm 2500";;,00;;;;
D.2523383000;TUBO PETROVAST MANDR.INOX lungh.mm 3000;;,00;;;;
D.2523392000;"TUBO PETROVAST 1"" X 2000 OGIVA";;,00;;;;
D.2523420010;TUBO RADIOR DIN DIAM. 15X22;;,00;;;;
D.2523420020;TUBO THERMOPRESS DIAM. 20;;,00;;;;
D.2530101014;TENUTA MECCANICA 5 D.14 VUOTO SINISTRO cod.xyxyrry Roten;;,00;;;;
D.2530101017;TENUTA MECCANICA ROTEN 3 D.17;;,00;;;;
D.2530101018;TENUTA MECCANICA ROTEN 3 d.18 000107/000049;;,00;;;;
D.2530101021;TEN.MECCANICA ROTEN 5 � 28X1Y1X1Y1R1R1Y1 cod.000153/000022;;,00;;;;
D.2530101024;TENUTA MEC.ROTEN LATO PRO.D.24 Roten 5 d.24 X1Y1X1Y1R1R1Y1V;;,00;;;;
D.2530101028;TEN.MECCANICA ROTEN U2 �28 X1Y1J1V2Y1H1X1 cod. 000279/00165;;,00;;;;
D.2530101030;TENUTA MECCANICA 2MC D.30 VUOTO SINISTRO X1Y1X3X3Y1;;,00;;;;
D.2530101031;TENUTA MECCANICA ROTEN 2 D.20;;,00;;;;
D.2530101035;TENUTA MECCANICA 2MC D.35 VUOTO SINISTRO;;,00;;;;
D.2530101038;TENUTA MECCANICA LATO PRODOTTO D.38 5H2 XYXYRRY VUOTO SINIST;ANR;,00;;;;
D.2530101040;*SOST.DA C95TE20001 TENUTA MECCANICA;ANN;,00;;;;
D.2530101050;TENUTA MECCANICA DIAMETRO 50 (SOLO RICAMBI)  DT;ANR;,00;;;;
D.2530101120;TENUTA MECCANICA 7K D.20C.C.;;,00;;;;
D.2530101138;TENUTA MECCANICA LATO MOTORE D.38 U2 XY33YHX C.C. ROTEN;ANR;,00;;;;
D.2530101338;TENUTA MECCANICA D.38 7K XYX4YHX C.C.ROTEN UNITEN;ANR;,00;;;;
D.2530201019;TENUTA MECCANICA US3A020Z32Y1VEE FLUITEN;;,00;;;;
D.2530201020;TENUTA MECCANICA US3A020K22U31VEE FLUITEN;;,00;;;;
D.2530201027;TENUTA MECCANICA LATO MOTORE  DIAMETRO 28     DT25�DT250;;,00;;;;
D.2530201028;TENUTA MECCANICA LATO PRODOTTO DIAMETRO 28  DT25�.DT250;ANN;,00;;;;
D.2530201030;TENUTA MECC.US4030 K22U31VE9E;;,00;;;;
D.2530201034;TENUTA MECCANICA US4A060  DT;;,00;;;;
D.2530201036;TENUTA MECCANICA LATO MOTORE D.38 US3A K22 U31 VEE FLUITEN;;,00;;;;
D.2530201038;*SOST.DA C930223845 TENUTA MEC;ANN;,00;;;;
D.2530201049;TENUTA MECCANICA TB75;;,00;;;;
D.2530201050;*ANN.SOST.DA C930002047;ANN;,00;;;;
D.2530201052;TENUTA MECCANICA TB030;ANN;,00;;;;
D.2530201053;TENUTA MECCANICA TB035;;,00;;;;
D.2530201054;TENUTA MECCANICA TB040;;,00;;;;
D.2530201055;SOSTITUITO DA C930005054;;,00;;;;
D.2530201056;TENUTA MECCANICA TB060;ANN;,00;;;;
D.2530201056X;TENUTA MECCANICA TB060 K22 U31 VE9E ATEX;;,00;J0006000005;;;
D.2530201057;TENUTA MECCANICA TB065;;,00;;;;
D.2530201058;TENUTA MECCANICA TB080;;,00;;;;
D.2530201059;TENUTA MECCANICA TB090;;,00;;;;
D.2530201065;TENUTA MECCANICA TB100;;,00;;;;
D.2530201068;TENUTA MECC.TB020 K22K22VE9E;;,00;;;;
D.2530201070;TENUTA MEC.LATO PRO.D.45;;,00;;;;
D.2530201075;TENUTA MECCANICA D.38 C3D038K21K21VEE FLUITEN;;,00;;;;
D.2530201090;TENUTA MECCANICA EV090;;,00;;;;
D.2530201096;TENUTA MECCAN.TB028K22K22VE9E;ANN;,00;;;;
D.2530201112;KIT GUARNIZIONI IN EPDM;;,00;;;;
D.2530201414;TENUTA MECCANICA D.38 US3A038Z32U31DDEE GUARNIZIONE EPDM FLU;;,00;;;;
D.253910245;SPINA ELASTICA 2X45 UNI6873;;,00;;;;
D.2540100156;OR 156 VITON;;,00;;;;
D.2540103100;GUARNIZIONE OR 3100  NBR;;,00;;;;
D.2540104081;GUARNIZIONE OR 4081 NBR;;,00;;;;
D.2540104512;GUARNIZIONE OR 4512 NBR;;,00;;;;
D.2540104675;GUARNIZIONE OR 4675 NBR;;,00;;;;
D.2540120114;*SOST. DA C47501117 GUARNIZIONE OR 114 VITON;;,00;;;;
D.2540120115;GUARNIZIONE O RING 114 VITON;ANR;,00;;;;
D.2540120119;GUARNIZIONE OR 119 VITON;;,00;;;;
D.2540120156;*SOST.DA C477052335;ANN;,00;;;;
D.2540120161;*SOST.DA C475057135 GUARNIZIONE OR 161;ANN;,00;;;;
D.2540120162;GUARNIZIONE OR 162 VITON;;,00;;;;
D.2540120163;Guarnizione O-ring 161 viton;;,00;;;;
D.2540120166;OR 166 VITON;;,00;;;;
D.2540120168;GUARNIZIONE OR 168 VITON;;,00;;;;
D.2540120176;*SOST.DA C475073035 GUARNIZIONE OR 176;ANN;,00;;;;
D.2540120177;GUARNIZIONE OR177 VITON 76,61X3,53;;,00;;;;
D.2540120178;GUARNIZIONE O RING 176 VITON;;,00;;;;
D.2540120185;GUARNIZIONE O RING 185 VITON;ANR;,00;;;;
D.2540120193;Guarnizione OR 193 viton;;,00;;;;
D.2540120198;GUARNIZIONE O RING 199 VITON;ANR;,00;;;;
D.2540120199;*SOST. DA C475117553;ANN;,00;;;;
D.2540120210;*ANN.SOST.DA C475133453;;,00;;;;
D.2540120211;GUARNIZIONE O RING 210 VITON;ANR;,00;;;;
D.2540122018;GUARNIZIONE OR 2018 VITON;;,00;;;;
D.2540122050;*ANN.E SOST.DA C475124217;ANN;,00;;;;
D.2540122051;GUARNIZIONE O RING 2050 VITON;;,00;;;;
D.2540122106;*SOST.DA C475026717;ANN;,00;;;;
D.2540122125;*ANN.SOST. DA C475031417;ANN;,00;;;;
D.2540122126;GUARNIZIONE O RING 2125 VITON;ANR;,00;;;;
D.2540122200;GUARNIZIONE OR2200 50,52X1,78 VITON FP75;;,00;;;;
D.2540122300;GUARNIZIONE TIPO OR 2300 VT;;,00;;;;
D.2540123037;*SOST.DA C475009126 GUARNIZIONE OR 3037;ANN;,00;;;;
D.2540123081;*SOST.DA C471020226 OR 3081;ANN;,00;;;;
D.2540123118;*SOST.DA C471029826 GUARNIZIONE OR3118 VITON;;,00;;;;
D.2540123143;Guarnizione OR 3143 VITON;;,00;;;;
D.2540123187;GUARNIZ. TIPO OR 3187 VITON;;,00;;;;
D.2540123193;GUARNIZIONE OR3193 VT;;,00;;;;
D.2540123194;Guarnizione o ring 3193;;,00;;;;
D.2540123212;*SOST.DA C475053626;ANN;,00;;;;
D.2540123218;GUARNIZIONE O RING 3218 VITON;ANR;,00;;;;
D.2540123225;*SOST. DA C471056826;ANN;,00;;;;
D.2540123250;GUARNIZIONE OR 3250 VITON;;,00;;;;
D.2540123525;GUARNIZIONE OR 3525 133,02X2,62;;,00;;;;
D.2540124118;Guarnizione OR 4118 VITON;;,00;;;;
D.2540124150;*sost.da C471037635;ANN;,00;;;;
D.2540124225;GUARNIZIONE OR 4225 VITON;;,00;;;;
D.2540124262;GUARNIZIONE OR 4262 66,27X3,53 FP75;;,00;;;;
D.2540124300;*SOST. DA C475075835;ANN;,00;;;;
D.2540124301;GUARNIZIONE O RING 4300 VITON;;,00;;;;
D.2540124362;*SOST.DA C475091635;ANN;,00;;;;
D.2540124363;GUARNIZIONE O RING 4362 VITON;ANR;,00;;;;
D.2540124375;*SOST. DA C475094835;ANN;,00;;;;
D.2540124376;Guarnizione O-ring 4375 viton;;,00;;;;
D.2540124450;GUARNIZIONE O RING 4450 VITON;ANR;,00;;;;
D.2540124475;GUARNIZIONE OR 4475 VITON;;,00;;;;
D.2540124600;GUARNIZIONE OR 4600 VITON;;,00;;;;
D.2540124750;GUARNIZIONE OR 4750 190,103,53;;,00;;;;
D.2540126212;Guarnizione o ring 6212 viton;;,00;;;;
D.2540126237;GUARNIZIONE OR 62377 VITON;;,00;;;;
D.2540126312;Guarnizione OR 6312 VITON;;,00;;;;
D.2540126645;GUARNIZIONE OR 6645 VITON;;,00;;;;
D.2540126945;GUARNIZIONE OR 6945 240,66X5,34;;,00;;;;
D.2540128700;GUARNIZIONE OR 8700 177,2X6,99;;,00;;;;
D.254012895;GUARNIZIONE OR 6895 227,96X5,34;;,00;;;;
D.254012CV04;GUARNIZIONE CORDINO OR D.4 VITON;;,00;;;;
D.254012CV05;GUARNIZIONE OR D.5 VITON A MT;;,00;;;;
D.254012CV06;CORDINO OR 6mm VITON;;,00;;;;
D.254012CV07;GUARNIZIONE OR D.7 VITON A METRATURA;;,00;;;;
D.254012CV08;CORDA OR D.8 VITON;;,00;;;;
D.254012CV09;CORDA OR D.9 VITON;;,00;;;;
D.254012CV10;CORDA OR D.10,00 FKM (VITON�);;,00;;;;
D.254012CV11;GUARNIZIONE cordino OR D.11 ep;;,00;;;;
D.254012CV53;GUARNIZIONE OR D. 5.3 VITON A MT;;,00;;;;
D.2540130176;GUARNIZIONE TIPO OR 176 SILICONE 70SH ARANCIO;;,00;;;;
D.2540140114;GUARNIZIONE TIPO OR 114 EPDM;;,00;;;;
D.2540140185;OR 185 EPDM;;,00;;;;
D.2540141000;GUARNIZIONE OR 41000 253,60X3,53;;,00;;;;
D.2540143081;GUARNIZIONE OR 3081 EPDM;;,00;;;;
D.2540143156;GUARNIZIONE TIPO OR 3156 EPDM;;,00;;;;
D.2540143212;GUARNIZIONE TIPO OR 3212 EPDM;;,00;;;;
D.2540150114;Guarnizione OR 114 EPDM;;,00;;;;
D.2540150119;Guarnizione OR 119 EPDM;;,00;;;;
D.2540150123;GUARNIZIONE OR 123 EPDM;;,00;;;;
D.2540150147;Guarnizione OR 147 epdm;;,00;;;;
D.2540150176;Guarnizione OR 176 EPDM;;,00;;;;
D.2540150177;GUARNIZIONE OR 177 EPDM;;,00;;;;
D.2540150199;GUARNIZIONE OR 199 EPDM;;,00;;;;
D.2540152018;Guarnizione OR 2018 epdm;;,00;;;;
D.2540152050;Guarnizione OR 2050 epdm;;,00;;;;
D.2540152375;Guarnizione OR 2375 epdm;;,00;;;;
D.2540152400;Guarnizione OR 2400 epdm;;,00;;;;
D.2540152500;Guarnizione OR 2500 epdm;;,00;;;;
D.2540152525;Guarnizione OR 2525 epdm;;,00;;;;
D.2540153106;Guarnizione OR 3106 EPDM;;,00;;;;
D.2540153118;GUARNIZIONE OR 3118 EPDM;;,00;;;;
D.2540153206;GUARNIZIONE OR 3206 EPDM;;,00;;;;
D.2540153225;GUARNIZIONE OR 3225 EPDM;;,00;;;;
D.2540153256;Guarnizione OR 3256 epdm;;,00;;;;
D.2540154150;Guarnizione OR 4150 EPDM;;,00;;;;
D.2540154275;GUARNIZIONE OR 4275 EPDM;;,00;;;;
D.2540154400;Guarnizione OR 4400 epdm;;,00;;;;
D.2540154512;Guarnizione OR 4512 epdm;;,00;;;;
D.2540154587;GUARNIZIONE OR 4587 EPDM;;,00;;;;
D.2540154650;GUARNIZIONE OR 4650 EPDM;;,00;;;;
D.2540160001;GUARNIZIONE OR EPDM;;,00;;;;
D.2540160002;GUARNIZIONE OR EPDM;;,00;;;;
D.2540201006;GUARNIZ.PARAOLIO SM 8-22-7;;,00;;;;
D.2540201069;GUARNIZIONE SM 30-42-7 NBR;;,00;;;;
D.25402010691;GUARNIZ.PARAOLIO SM 30-45-7G;;,00;;;;
D.2540201069A;ANELLO DI TENUTA DPSM 30457 NBR;;,00;;;;
D.2540201079;GUARNIZIONE SM 35-52-7 NBR;;,00;;;;
D.2540201089;GUARNIZIONE SM 40-52-7 NBR;;,00;;;;
D.2540201090;GUARNIZIONE SM 40-55-7 NBR;;,00;;;;
D.2540201103;PARAOLIO 50X68X8;;,00;;;;
D.2540201105;*ANN.E SOST.DA C480507208;ANN;,00;;;;
D.2540201122;GUARNIZIONE SM 60-80-8 NBR;;,00;;;;
D.2540201143;GUARNIZIONE SM 80-100-10 NBR;;,00;;;;
D.2540201144;GUARNIZIONE SM 80-110-10 NBR;;,00;;;;
D.2540201154;ANELLO DI TENUTA DPSM 10013012;;,00;;;;
D.2540201173;ANELLO DI TENUTA VITON 210X240X15;;,00;;;;
D.2540250158;GUARNIZIONE UM.158;;,00;;;;
D.2540252010;GUARNIZIONE UM35X20X10;;,00;;;;
D.2540253707;GUARNIZIONE DIM.25X35X7 POGGI;;,00;;;;
D.2540260050;GUARNIZIONE DE.050 NBR;;,00;;;;
D.2540260312;GUARNIZIONE DE.312;;,00;;;;
D.2540270001;GUARNIZIONE ESPANSA ADESIVA FLANGIFLON IN PTFE  ADHEFLON   1;;,00;;;;
D.2540270002;GUARNIZIONE ESPANSA ADESIVA FLANGIFLON IN PTFE  ADHEFLON;;,00;;;;
D.2540280200;ANELLO RASCHIATORE PU6_25x33,6x6,5 FREUDENBERG;;,00;;;;
D.2540280300;ANELLO RASCHIATORE PU6_20;;,00;;;;
D.2540280400;ANELLO RASCHIATORE PU6 40X48,6X6,5 V149 FREUDENBERG;;,00;;;;
D.2540291013;Guarnizione Rotomatic Merkel M17-30;;,00;;;;
D.2540291017;Guarnizione Rotomatic Merkel M17-40;;,00;;;;
D.2540291020;Guarnizione Rotomatic Merkel M17-50;;,00;;;;
D.2540291023;Guarnizione Rotomatic Merkel M17-60;;,00;;;;
D.2540291025;GUARNIZIONE ROTOMATIC M17-65;;,00;;;;
D.2540291026;Guarnizione Rotomatic Merkel M17-70;;,00;;;;
D.2540291027;Guarnizione Rotomatic Merkel M17-75;;,00;;;;
D.2540291031;GUARNIZIONE ROTOMATIC MERKEL M17-100;ANR;,00;;;;
D.2540310001;GUARNIZIONE SPECIALE 25,5x32x7,65 h-ecopur dis.sj-00462-17;;,00;;;;
D.2540310005;GUARNIZIONE ECOPUR 30X40X6;;,00;;;;
D.2540310010;*SOST.DA C95GN00036 GUARNIZIONE ECOPUR 41,5X50X6 503468 SKF;ANN;,00;;;;
D.2540310015;*SOST.DA C95GN00035 GUARNIZ.;ANN;,00;;;;
D.2540310032;GUARNIZIONE ECOPUR K01-P25X32X7 SKF;;,00;;;;
D.2540311001;GUARNIZIONE ECOFLON1 MOLLA  K19-F SPECIALE 75X86X8;;,00;;;;
D.2540311002;GUARNIZI.COFLON1 MOLLA  K19-F SPEC.61,5X70X6 dis.SJ-01786-08;;,00;;;;
D.2540311003;GUARN. ECOFLON1 MOLLA  K19-F SP.25,5X32X7,65 dis.SJ-00125-17;;,00;;;;
D.2540311004;GUARNIZIONE ECOFLON1 MOLLA  K19-F SPECIALE 41,5X50X6;;,00;;;;
D.2540311005;GUARNIZIONE ECOFLON1 38,5X50X17,6 dis.sj-00215-08;;,00;;;;
D.2540320040;GUARNIZIONE ECORUBBER EPDM NERO FDA 30X40X6  3-85A-B-FG;;,00;;;;
D.2540331012;*SOST.DA R712916100 GUARNIZI.;ANN;,00;;;;
D.2540331013;"GUARNIZIONE TC SILICONE 1""1/2 (20506E00000D)";ANN;,00;;;;
D.2540331014;"*SOST.DA R712916200 GUARNIZIONE TC SILICONE 2""";ANN;,00;;;;
D.2540331015;"GUARNIZIONE TC SILICONE 2""1/2 (20506E00000F)";;,00;;;;
D.2540331016;"GUARNIZIONE TC SILICONE 3"" (20506E00000G)";;,00;;;;
D.2540331017;"GUARNIZIONE TC SILICONE 4"" (20506E00000H)";;,00;;;;
D.2540341011;"*ANN.SOST.DA R712923034 GUARNIZIONE TC VITON 3/4""";ANN;,00;;;;
D.2540341012;"GUARNIZIONE TC VITON 1""";;,00;;;;
D.2540341013;*SOST.DA R712913112;ANN;,00;;;;
D.2540341015;*ANN.E SOST.DA R712923212 GUARNIZIONE;ANN;,00;;;;
D.2540341017;"GUARNIZIONE TC VITON 4""";;,00;;;;
D.2540351010;GUARNIZIONE DN20    NBR CSF;;,00;;;;
D.2540351011;GUARNIZIONE DN32    NBR CSF;;,00;;;;
D.2540351012;GUARNIZIONE DN40    NBR CSF;;,00;;;;
