Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
D2A10100510;GR.CARTER RESISTENZE M50;;10,32;;;;
D2A10100511;STGR.CARTER RESISTENZE M30;;10,32;;;;
D2A10100610;GR.CARTER RESISTENZE M150;;16,01;;;;
D2A10100611;STGR.CARTER RESISTENZE;;16,01;;;;
D2A10100710;GR.CARTER RESISTENZE M30 TURBO;;27,71;;;;
D2A10100711;STGR.CARTER RESIST.M30 TURBO;;27,71;;;;
D2A12100000;FAM.CARTERATURE;;,00;;;;
D2A12100110;GR.CARTERATURA F.MELTE100;;2,20;;;;
D2A12100111;STGR.COPERTURA PORTA-COMANDI;;,60;;;;
D2A12100112;STGR.CARTERATURE;;1,61;;;;
D2A12100210;GR.CARTER MIXER M300;;33,66;;;;
D2A12100211;STGR.CARTER MIXER M300;;33,66;;;;
D2A12100310;GR.CART.SAT.FLEX MELTER-100;;88,52;;;;
D2A12100312;STGR.CARTERATURE;;87,92;;;;
D2A12100410;GR.CARTER AGIT. 50-150RPM;;19,41;;;;
D2A12100411;STGR.PRINCIPALE;;19,41;;;;
D2A12100510;GR.ITERFACCIA BILANCIA;;161,77;;;;
D2A12100511;STGR.PRINCIPALE;;161,77;;;;
D2A12100610;GR.CARTER.TELAIO M400        +;;122,48;;;;
D2A12100611;STGR. CARTER TELAIO;;122,48;;;;
D2A12100710;GR.INTERFACCIA TRASPALLET M200;;63,14;;;;
D2A12100711;STGR.SOLLEVAMENTO MELTER;;63,14;;;;
D2A12100810;GR.CARTER APERTO AGIT.M50 DEC.;;22,15;;;;
D2A12100811;STGR.CARTER AG.LENTO M50 DEC;;22,15;;;;
D2A12100910;GR.CARTER APERTO AGIT.M150;;18,65;;;;
D2A12100911;STGR.CARTER AG.LENTO;;18,65;;;;
D2A12101010;GR.CARTER TURBO M100-250;;26,81;;;;
D2A12101011;STGR.CARTER TURBO TM50-200;;26,81;;;;
D2A12101110;GR.CARTER BAS.PALLETTIZZ.M500;;68,79;;;;
D2A12101111;STGR.PRINCIPALE;;68,79;;;;
D2A12101210;GR.INTERFACCIA TRASPALLET M50;;63,52;;;;
D2A12101211;STGR.SOLLEVAMENTO MELTER;;63,52;;;;
D2A12101310;GR.INTERFACCIA TRASPALLET M100;;67,68;;;;
D2A12101311;STGR.SOLLEVAMENTO MELTER;;67,68;;;;
D2A12101410;GR.CARTER APERTO AGIT.M500;;21,00;;;;
D2A12101411;STGR.CARTER AG.LENTO;;21,00;;;;
D2A30000000;RAGGR.RISCALDAMENTI;;,00;;;;
D2A30100000;FAM.RISCALDAMENTO A VAPORE;;,00;;;;
D2A30100110;GR.RISCALDAMENTO A VAPORE D2 *;;48,97;;;;
D2A30100111;STGR. CASSETTA VAPORE;;48,97;;;;
D2A30100112;"STGR.IMP.VAPORE 1/2""G X D2";;,00;;;;
D2A30100120;GR.RISCALDAMENTO A VAPORE D2;;21,55;;;;
D2A30100121;STGR. CASSETTA VAPORE;;21,55;;;;
D2A3010012C;LISTA CORREDO;;,00;;;;
D2A30100210;GR.RISISTENZA 6 [KW] REMOTATA*;;37,96;;;;
D2A30100211;STGR.RISCALDAMENTO;;37,96;;;;
D2A3010021R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A30100220;GR.RISISTENZA 6 KW REMOTATA;;25,89;;;;
D2A30100221;STGR.RISCALDAMENTO;;25,89;;;;
D2A3010022R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A30100310;GR.RISCALDAMENTO A VAPORE 3BAR;;21,55;;;;
D2A30100311;"STGR.IMP.VAPORE 1/2""G X D2";;,00;;;;
D2A30300000;FAM.CIRCOLATORE CAMICIA;;,00;;;;
D2A30300110;GR.CIRCOLATORE CAMICIA D2;;15,98;;;;
D2A30300111;STGR.CIRCOLATORE;;15,98;;;;
D2A30400000;FAM.CONTROLLI CAMICIA;;,00;;;;
D2A30400110;GR.SONDA TEMP.SU INDICAT.LIV.;;1,53;;;;
D2A30400111;STGR.PRINCIPALE;;1,53;;;;
D2A35000000;RAGGR.PALE FUSORI;;,00;;;;
D2A35100000;FAM.PALA FUSORE ANCORA STD;;,00;;;;
D2A35300000;FAM.PALA FUSORE SPECIALE;;,00;;;;
D2A35300110;GR.PALA ANCORA M.INF. M100;;61,73;;;;
D2A35300111;STGR.PALA ANCORA M.INF. M100;;61,73;;;;
D2A35300210;GR.PALA ELICA M.INF. M100;;76,47;;;;
D2A35300211;STGR.PALA ELICA M.INF. M100;;76,47;;;;
D2A35300310;GR.PALA COCLEA + RASC.TRAM.16L;;,00;;;;
D2A35300410;GR.PALA COCLEA + RASC.TRAM.20L;;578,44;;;;
D2A35300411;STGR.PALA COCLEA + RASCHIANTI;;144,87;;;;
D2A35300412;STGR.MOTORIZZAZIONE PALA;;433,57;;;;
D2A40000000;RAGGR.MOTORIZZAZIONI;;,00;;;;
D2A40100000;FAM.MOTORIZZ.MIXER;;,00;;;;
D2A40100110;GR.AGITATORE VELOCE;;,00;;;;
D2A4010011F;STGR.FORMATO AGITATORE VEL.;;,00;;;;
D2A40100210;GR.MOTORIZZAZIONE MIXER M100;;,00;;;;
D2A40100310;GR.MOTORIZZAZIONE MIXER M200;;,00;;;;
D2A40100410;GR.MOTORIZZAZIONE MIXER M30                                *;;,00;;;;
D2A40100420;GR.MOTORIZZAZIONE MIXER M300;;210,40;;;;
D2A40100421;STGR.PRINCIPALE;;210,40;;;;
D2A40100510;GR.MOTORIZZAZIONE MIXER M500 *;;,00;;;;
D2A40100511;STGR.PALA MIXER ANCORA M500;;2,42;;;;
D2A40100610;GR.MOTORIZZAZIONE MIXER M300;;,00;;;;
D2A40100620;codice libero;;,00;;;;
D2A40100710;GR.MOTORIZZAZIONE MIXER M100;;,00;;;;
D2A40100810;GR.AG.VELOCE GR.80KW0,55     *;;118,62;;;;
D2A40100811;STGR.MOTORIZZ.AGITATORE VEL.;;118,62;;;;
D2A40100820;GR.AG.VELOCE GR.80 KW0,55;;158,89;;;;
D2A40100821;STGR.AG.VELOCE GR.100 3KW;;158,89;;;;
D2A40100910;GR.AG.LENTO ANCORA M25;;,00;;;;
D2A40100911;STGR.RIDUTTORE  VARVEL;;173,17;;;;
D2A40100913;STGR.FISSAGGIO RIDUTTORE;;,63;;;;
D2A40101010;GR.MOTORIZ.M50 VUOTO+PRESSIONE;;266,21;;;;
D2A40101011;STGR.PALA;;3,00;;;;
D2A40101110;GR.AG.LENTO AD ANCORA M50;;270,20;;;;
D2A40101111;STGR.MOTORIZZAZIONE;;263,21;;;;
D2A40101112;STGR.PALA MELTER 50;;1,73;;;;
D2A40101113;STGR.FISSAGGIO RIDUTTORE;;5,25;;;;
D2A40101210;GR.MOTORIZ.MIXER M400;;208,42;;;;
D2A40101211;STGR.PALA MIXER ANCORA M400;;2,24;;;;
D2A40101212;STGR.MOT.MIXER ANC.M400;;206,19;;;;
D2A40101310;GR.MOTORIZZAZIONE MIXER M200 CON TURBO;;,00;;;;
D2A40101410;GR.MOTORIZ.MIXER M500 NO.FRIZ.;;208,61;;;;
D2A40101411;STGR.PALA MIXER M500 NO.FRIZ.;;2,42;;;;
D2A40101420;GR.MOTORIZ.MIXER M500 F.INCL.;;208,61;;;;
D2A40101421;STGR.PALA;;2,42;;;;
D2A40101510;GR.MIXER M200 F.CONICO + RASCH;;491,89;;;;
D2A40101511;STGR.PALA MIXER ANCORA;;491,89;;;;
D2A40101610;GR.MOTORIZZAZIONE MIXER M500 *;;208,61;;;;
D2A40101612;STGR.MOT.MIXER ANCORA M500;;206,19;;;;
D2A40101710;GR.AG.VELOCE GR.100 3KW      *;;514,69;;;;
D2A40101711;STGR.AG.VELOCE GR.100 3KW;;514,69;;;;
D2A40101720;GR.AG.VELOCE100 3KW          *;;515,92;;;;
D2A40101721;STGR.AG.VELOCE GR.100 3KW;;515,92;;;;
D2A40101730;GR.AG.VELOCE 3KW H670;;,00;;;;
D2A40101810;GR.MOT.MIXER M150 NO FRIZ.;;271,26;;;;
D2A40101811;STGR.PALA MIXER ANCORA M150;;271,26;;;;
D2A40101820;GR.MOT.MIXER M150 NO FRIZ.;;271,26;;;;
D2A40101821;STGR.PALA MIXER ANCORA M150;;271,26;;;;
D2A40101910;GR.MOTORIZ.M300 FC;;491,89;;;;
D2A40101911;STGR.PALA MIXER ANCORA M300;;285,71;;;;
D2A40101912;STGR.MOT.MIXER ANCORA M300;;206,19;;;;
D2A40102010;GR.AG.ANC.F.CON.+RASCH.M200;;491,89;;;;
D2A40102011;STGR.PRINCIPALE;;491,89;;;;
D2A40102110;GR.AG.LENTO ANCORA M20;;206,98;;;;
D2A40102112;STGR.PALA MELTER 20;;33,18;;;;
D2A40102210;GR.AG.LENTO ANC.M1000 SHAMPOO;;363,10;;;;
D2A40102212;STGR.PALA MIXER ANC. M1000 SH;;363,10;;;;
D2A40102310;GR.MOT.MIXER M100 NO FR.F.CON*;;271,26;;;;
D2A40102311;STGR.PRINCIPALE;;271,26;;;;
D2A40102320;GR.MOT.MIXER M100 NO FR. F.CON;;271,26;;;;
D2A40102321;STGR.PRINCIPALE;;271,26;;;;
D2A40102410;GR.MOT.MIXER M500SI FR. F.CON*;;208,61;;;;
D2A40102411;STGR.PALA MIXER ANCORA;;208,61;;;;
D2A40102420;GR.MOT.MIXER M500 SI FR. F.CON *;;,00;;;;
D2A40102510;GR.MOTORIZZAZIONE MIXER M200;;210,40;;;;
D2A40102511;STGR.PALA MIXER ANCORA;;210,40;;;;
D2A4010251C;LISTA CORREDO;;,00;;;;
D2A4010251R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40102610;GR.AG.VELOCE GR.100 2.2KW;;182,17;;;;
D2A40102611;STGR.AG.VELOCE GR.100 2.2KW;;182,17;;;;
D2A40102710;GR.AG.ANC.F.CON.+RASCHIANTI M300;;491,89;;;;
D2A40102711;STGR.PRINCIPALE;;491,89;;;;
D2A40102810;GR.AG.VEL.A COLONNA M400;;,00;;;;
D2A40102910;GR.AGITATORE LENTO M15;;207,28;;;;
D2A40102912;STGR.PALA MELTER 20;;33,47;;;;
D2A40103010;GR.AG.VEL.COLONNA GR.100 2.2KW;;324,82;;;;
D2A40103011;STGR.AG.VEL.GR.100 2.2KW;;170,26;;;;
D2A40103012;STGR.COLONNA AG.VELOCE H100;;154,56;;;;
D2A40103110;GR.AGITAT.VELOCE 1.5KW M200  *;;452,65;;;;
D2A40103111;STGR.AG.VELOCE;;452,65;;;;
D2A40103120;GR.AGITAT.VELOCE 1.5KW M200  *;;454,31;;;;
D2A40103121;STGR.AG.VELOCE;;454,31;;;;
D2A40103130;GR.AGITAT.VELOCE 1.5KW M200;;454,31;;;;
D2A40103131;STGR.AG.VELOCE;;454,31;;;;
D2A40103210;GR.MOT.MIXER M100 RASCHIANTI;;391,12;;;;
D2A40103211;STGR.PALA MIXER ANCORA+RASCHIA;;391,12;;;;
D2A4010321C;LISTA CORREDO;;,00;;;;
D2A4010321R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40103310;GR.AG.ANCORA APERTA M400;;388,21;;;;
D2A40103311;STGR.PALA MIXER ANCORA M400;;388,21;;;;
D2A40103410;GR.AG.ANCORA APERTA M600;;304,08;;;;
D2A40103411;STGR.AG.ANCORA APERTA M600 F.C;;304,08;;;;
D2A40103510;GR.AGITATORE LENTO + RASCH.M15;;191,12;;;;
D2A40103511;STGR.PALA MELTER 15;;17,32;;;;
D2A4010351C;LISTA CORREDO;;,00;;;;
D2A4010351R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40103610;GR.AGITATORE LENTO + RASCH.M30;;191,17;;;;
D2A40103611;STGR.PALA MELTER 30;;17,37;;;;
D2A40103710;GR.AG.ANCORA MOT.INF.M100;;454,58;;;;
D2A40103711;STGR.TRASMISSIONE MOT.INF.M100;;321,85;;;;
D2A40103712;STGR.ASSE VERTICALE PALA M100;;132,73;;;;
D2A4010371C;LISTA CORREDO;;,00;;;;
D2A4010371R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40103810;GR.MOT.MIXER M500 FC 130� SPEC *;;208,61;;;;
D2A40103811;STGR.PALA MIXER ANCORA 130�;;208,61;;;;
D2A4010381R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40103910;GR.AGITATORE VELOCE M15;;239,14;;;;
D2A40103911;STGR.AG.VELOCE;;239,14;;;;
D2A40104010;GR.AG.VELOCE 1.5KW H670;;454,31;;;;
D2A40104011;STGR.AG.VELOCE;;454,31;;;;
D2A4010401C;LISTA CORREDO;;,00;;;;
D2A4010401R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104110;GR.AGITA. ANCORA CHIUSA M2000;;301,07;;;;
D2A40104111;STGR.PALA MIXER ANCORA;;301,07;;;;
D2A40104210;GR.AG.LENTO ANC.M1000 RASCH;;541,53;;;;
D2A40104211;STGR.PALA MIXER ANC.M1000 RASC;;541,53;;;;
D2A40104220;GR.AG.LENTO ANC.M1000 RASCH;;541,53;;;;
D2A40104221;STGR.PALA MIXER ANC.M1000 RASC;;541,53;;;;
D2A4010422R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104310;GR.MOTORIZ.MIXER M100 F.INCL.;;271,26;;;;
D2A40104311;STGR.PALA;;271,26;;;;
D2A40104410;GR.MESCOLATORE 50-150RPM H1010;;368,34;;;;
D2A40104411;STGR.PRINCIPALE;;368,34;;;;
D2A4010441C;LISTA CORREDO;;,00;;;;
D2A4010441R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104510;GR.AG.VELOCE 3KW H860;;515,92;;;;
D2A40104511;STGR.PRINCIPALE;;515,92;;;;
D2A4010451C;LISTA CORREDO;;,00;;;;
D2A4010451R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104610;GR.AG.ANC. APERTA M1000 + RASC;;541,53;;;;
D2A40104611;STGR.PRINCIPALE;;541,53;;;;
D2A4010461R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104710;GR.AG.LENTO ANC.M1000;;301,81;;;;
D2A40104711;STGR.PRICIPALE;;301,81;;;;
D2A40104810;GR.PALA ANCORA M600;;2,42;;;;
D2A40104811;STGR.PALA;;2,42;;;;
D2A4010481C;LISTA CORREDO;;,00;;;;
D2A4010481R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40104910;GR.AG.LENTO ANC.M800;;301,81;;;;
D2A40104911;STGR.AG.LENTO ANC.M800;;301,81;;;;
D2A40105010;GR.MIX.M500+COP. SOLLEVABILI +;;2 493,97;;;;
D2A40105011;STGR.MIXER CARTERIZZATO;;460,77;;;;
D2A40105012;STGR.COPERCHIO;;51,71;;;;
D2A40105013;STGR.MOTOR.PALA INTERNA;;206,19;;;;
D2A40105014;STGR.COLONNA SOLLEVATORE;;607,58;;;;
D2A40105015;STGR.MOTORIZZAZIONE CC;;405,73;;;;
D2A40105016;STGR.CARRO FISS.ACC.ELEV.;;754,98;;;;
D2A40105017;STGR.BANCO SUP.VITE TPN;;54,03;;;;
D2A40105018;STGR.MOTORIZZAZIONE;;358,71;;;;
D2A4010501C;LISTA CORREDO;;,00;;;;
D2A4010501R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40105110;GR.MOTORIZZAZIONE MIXER 5500 +;;61,82;;;;
D2A40105111;STGR.MOTOR.PALA ANCORA;;56,44;;;;
D2A40105112;STGR.PALA MIXER 5500;;5,37;;;;
D2A40105210;GR.AG.LENTO ANC.M800 F.CONICO;;301,81;;;;
D2A40105211;STGR.PRICIPALE;;301,81;;;;
D2A40105310;GR.AG.LENTO ANC.M150 F.CONICO;;271,26;;;;
D2A40105311;STGR.PALA MIXER ANCORA M150;;271,26;;;;
D2A40105410;GR.AGITATORE VEL.2.2KW L.700;;182,17;;;;
D2A40105411;STGR.GR.AG.VEL.2.2KW L700;;182,17;;;;
D2A4010541R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A40105510;GR.MOT.M500 F.C.NO FRIZ. 1.5KW;;208,61;;;;
D2A40105511;STGR.MOT.MIXER ANC.M500 NO FR.;;206,19;;;;
D2A40105512;STGR.PALA AP. F.C. M500 NO.FR;;2,42;;;;
D2A4010551C;LISTA CORREDO;;,00;;;;
D2A40105610;GR.AGIT.ANC.F.INCL.M300 DEC.;;210,40;;;;
D2A40105611;STGR.MOT.M300;;206,19;;;;
D2A40105612;STGR.PALA M300 F.INCL DEC.;;4,21;;;;
D2A40105710;GR.AGIT.ANC.CHIUSA M1500 F.C.;;300,78;;;;
D2A40105711;STGR.PALA M1500 ANCORA F.C.;;1,39;;;;
D2A40105712;STGR.TRASMISSIONE M1500;;299,39;;;;
D2A40105810;GR.AGITAT.LENTO+RASCH.M25 F.C.;;212,06;;;;
D2A40105811;STGR.PALA MELTER 25 F.C.;;38,26;;;;
D2A40105812;STGR.RIDUTTORE  VARVEL;;173,17;;;;
D2A40105813;STGR.FISSAGGIO RIDUTTORE;;,63;;;;
D2A4010581C;LISTA CORREDO GRUPPO;;,00;;;;
D2A40105910;GR.AGITAT.LENTO M50 F.I. DEC.;;189,53;;;;
D2A40105911;STGR.PALA MELTER 50 F.I.DECEN.;;16,37;;;;
D2A4010591C;LISTA CORREDO;;,00;;;;
D2A40106010;GR.AGITAT.LENTO M500 F.C.;;208,61;;;;
D2A40106011;STGR.PALA MIXER ANCORA;;2,42;;;;
D2A40106110;GR.AGITAT.LENTO M400 F.C.    *;;208,61;;;;
D2A40106111;STGR.PALA MIXER ANCORA;;208,61;;;;
D2A40106120;GR.AGITAT.LENTO M400 F.C.;;,00;;;;
D2A40106210;GR.AG.ANCORA.M300 F.C.GRIGLIA;;210,40;;;;
D2A40106211;STGR.PRINCIPALE;;210,40;;;;
D2A40106310;GR.AGITAT.LENTO M500 F.C.+RASC;;388,40;;;;
D2A40106311;STGR.PALA MIXER ANCORA;;182,21;;;;
D2A40106410;GR.MOT.ANC.DECENTRATO M150;;271,26;;;;
D2A40106411;STGR.PALA MIXER ANCORA M150;;271,26;;;;
D2A40106510;GR.MOTORIZZAZIONE MIXER M250;;210,40;;;;
D2A40106511;STGR.PALA MIXER ANCORA;;210,40;;;;
D2A40106610;GR.AGITAT.LENTO M500 F.C.BASSO;;208,61;;;;
D2A40106611;STGR.PALA MIXER ANCORA;;208,61;;;;
D2A40106710;GR.AGITAT.M30 F.C.+TURBO INCL.;;220,37;;;;
D2A40106711;STGR.PALA MELTER 30 F.C.;;46,57;;;;
D2A40106810;GR.AG.VELOCE DA BASSO M30;;68,07;;;;
D2A40106811;STGR.AG.VELOCE DA BASSO M30;;67,46;;;;
D2A40106812;STGR.MOTORE AG.VEL.BASSO M30;;,61;;;;
D2A40106910;GR.AG.LENTO AD ANCORA M50 F.C.;;268,46;;;;
D2A40106911;STGR.MOTORIZZAZIONE;;263,21;;;;
D2A40107010;GR.AG.LENTO ANC.MIX1000 F.INCL;;320,64;;;;
D2A40107011;STGR.PRICIPALE;;320,64;;;;
D2A43000000;RAGGR.COWLESS E ELICHE;;,00;;;;
D2A43100000;FAM.COWLESS;;,00;;;;
D2A43100110;GR.COWLESS DE.130.7 ALBERO 40;;,00;;;;
D2A43100111;STGR.COWLESS DE.130.7 ALBERO40;;,00;;;;
D2A43100210;GR.COWLESS DE160 ALBERO 35;;,00;;;;
D2A43100211;STGR.COWLESS DE160 ALBERO 35;;,00;;;;
D2A4310021C;LISTA CORREDO;;,00;;;;
D2A43100310;GR.COWLESS DE 80 ALBERO 14;;,66;;;;
D2A43100311;STGR.COWLESS DE80 ALBERO 14;;,66;;;;
D2A43200000;FAM.ELICHE;;,00;;;;
D2A43200110;GR.ELICA DE.130 ALBERO 40;;,00;;;;
D2A43200111;STGR.ELICA DE.130 ALBERO 40;;,00;;;;
D2A43200210;GR.ELICA PALE DRITTE DE180DI30;;49,29;;;;
D2A43200211;STGR.PRINCIPALE;;49,29;;;;
D2A4320021C;LISTA CORREDO;;,00;;;;
D2A43200310;GR.ELICA DE180 DI35;;,00;;;;
D2A43200311;STGR.ELICA DE180 DI35;;,00;;;;
D2A4320031C;LISTA CORREDO;;,00;;;;
D2A45000000;RAGGR.RESISTENZE;;,00;;;;
D2A45100000;FAM.RESISTENZE;;,00;;;;
D2A45100210;GR.RESISTENZE M100-500;;9,41;;;;
D2A45100211;STGR.RESISTENZE M100-500;;9,41;;;;
D2A85000000;RAGGR.LAVAGGIO;;,00;;;;
D2A85100000;FAM.LAVAGGIO;;,00;;;;
D2A85100110;GR.LAVAGG.POMPA RICIRC.2SFERE *;;572,29;;;;
D2A85100111;"STGR.LAVAGGIO. 2""";;351,25;;;;
D2A85100112;STGR.POMPA RICIRCOLO CARRELL.;;221,04;;;;
D2A85100120;GR.LAVAGG.POMPA RICIRC.3.6MC/H;;,00;;;;
D2A85100121;STGR.POMPA RICIRCOLO CARRELL.;;,00;;;;
D2A8510012R;LISTA RICAMBI CONSIGLIATI;;,00;;;;
D2A85100210;GR.LAVAGG. 2 SFERE M1000;;253,30;;;;
D2A85100211;STGR.PRINCIPALE;;253,30;;;;
D2A8510021C;LISTA CORREDO;;,00;;;;
D2A85100310;GR.DISTRIBUT.LAVAGGIO 2 SFERE;;10,28;;;;
D2A85100311;STGR.DISTRIBUTORE LAV.;;10,28;;;;
D2A95000000;RAGGR.DISPLAY;;,00;;;;
D2A95100000;FAM.DISPLAY;;,00;;;;
D2A95100110;GR.DISPLAY;;438,23;;;;
D2A95100111;STGR.PRINCIPALE;;436,18;;;;
D2A95100112;STGR.FISSAGGIO DISPLAY;;2,05;;;;
D2A95100210;GR.SUPP.ARMADIO 450X250X600;;58,43;;;;
D2A95100211;STGR.STAFFE MANIGLIA;;58,43;;;;
D2A95100310;GR.SUPP.ARM.450X250X600 BANCO;;53,25;;;;
D2A95100311;STGR.STAFFE MANIGLIA;;53,25;;;;
D2A95100410;GR.SUPP.ARMADIO 450X250X800;;53,75;;;;
D2A95100411;STGR.STAFFE MANIGLIA;;53,75;;;;
D2A95100510;GR.SUPP.ARMADIO 500X250X800;;,00;;;;
D2A95100610;GR.SUPPORTO DISPLAY;;19,14;;;;
D2A95100611;STGR.FISSAGGIO DISPLAY;;19,14;;;;
D2A95100710;GR.SUPP.ARMADIO 1000X600X300;;63,11;;;;
D2A95100711;STGR.STAFFE MANIGLIA;;63,11;;;;
D2A95100810;GR.COMANDI REMOTATO;;178,93;;;;
D2A95100811;STGR.PRINCIPALE;;178,93;;;;
D2A9510081C;LISTA CORREDO;;,00;;;;
D2A95100910;GR.SUPPORTO DISPLAY H130;;20,76;;;;
D2A95100911;STGR.FISSAGGIO DISPLAY H130;;20,76;;;;
D2A95101010;GR.SUPPORTO DISPLAY H190;;16,60;;;;
D2A95101011;STGR.FISSAGGIO DISPLAY;;16,60;;;;
D2A95101110;GR.SUPP.ARM.450X250X800 BANCO;;53,25;;;;
D2A95101111;STGR.STAFFE MANIGLIA;;53,25;;;;
D2E01000010;M.E. QUADRO MELTER10-250 ELETTROMECCANICO;;198,06;;;;
D2E01000020;M.E.Q.EL.MELTER10-30 ELET600V*;;198,06;;;;
D2E01000030;M.E. QUADRO MELTER500-600 ELETTROMECCANICO;;198,06;;;;
D2E01000040;M.E.QUADRO MELTER AUX;;105,15;;;;
D2E01000050;M.E. QUADRO MELTER300-400-500 ELETTROMECCANICO;;198,06;;;;
D2E01000060;M.E.QUADRO MELTER PLC;;122,71;;;;
D2E01000070;M.E. CAVI ETH. QUADRO MELTER PLC;;,00;;;;
D2E01000080;M.E.QUADRO MELTER 50-250 PLC;;122,71;;;;
D2E01000090;M.E QUADRO MELTER PLC NO AGITATORE;;122,71;;;;
D2E01000100;M.E. QUADRO MELTER300 PLC;;122,71;;;;
D2E01000110;M.E.Q.MELTER400 DOPPIO MOT.+ RAFFR.;;122,71;;;;
D2E01000120;M.E. QUADRO MELTER600 DOPPIO MOT. PLC;;122,71;;;;
D2E01000130;M.E. QUADRO MELTER100 MESC. + TURBINA;;198,06;;;;
D2E01000140;M.E.QUADRO MELTER 30 SENZA TERM.;;92,91;;;;
D2E01000150;M.E. QUADRO MELTER300-400-500 ELETTROMECCANICO 230V;;198,06;;;;
D2E01000160;M.E. KIT REMOTABILE INVERTER;;,00;;;;
D2E01000170;M.E. QUADRO MELTER500 PBD;;92,91;;;;
D2E01000180;M.E. QUADRO 5500 PLC;;123,04;;;;
D2E01000190;M.E. QUADRO 1000 MESC. + TURBINA;;197,74;;;;
D2E01000200;M.E. M.E. MICRO MULTICODE;;53,40;;;;
D2E01000210;M.E. QUADRO MELTER 1000 ELETTROMECCANICO;;122,71;;;;
D2E01000220;M.EL. TERMOREG. GEFRAN 1200;;,00;;;;
D2E01000230;M.E. QUADRO MIXER 1000;;92,91;;;;
D2E01000240;M.E.Q.EL.MELTER10-30 ELET600V;;95,64;;;;
D2E01000250;M.E.QUADRO MIXER 1000 CON TASTIERA REMOTATA;;92,91;;;;
D2E01000260;M.E.Q.MIXER 1000 ALIM.5A;;92,91;;;;
D2E01000270;M.E. QUADRO MIXER 1000;;,32;;;;
D2E01000280;M.EL. QUADRO TL132;;,00;;;;
D2E01000290;M.E.TERMOREGOLATORE EXTHERM;;,00;;;;
D2E01000300;M.E. QUADRO MELTER600-1000 CON RAFFREDDAMENTO;;92,91;;;;
D2E01000310;M.E. QUADRO MELTER800 PLC + CELLE CARICO;;227,71;;;;
D2E01000320;M.E.QUADRO TRAMOGGIA SPECIALE;;227,71;;;;
D2E01000330;M.E.QUADRO SCHEDE SPECIALI PLC MELTER;;206,00;;;;
D2E01000340;M.E. QUADRO MELTER AGITATORE COLONNA;;122,71;;;;
D2E01000350;M.E. QUADRO MIXER 5000;;122,71;;;;
D2E01000360;M.EL. SCHEDA S7 1200;;206,00;;;;
D2E01000370;M.EL. Q. MIXER 1000 INV. 1,1KW;;122,71;;;;
D2E01000380;M.E.Q.MIXER 1000 DOPPIO MOT.;;122,71;;;;
D2E01000390;M.E. QUADRO MELTER 25;;92,91;;;;
D2E01000400;M.E. QUADRO T.FIX 1000 DOPPIO;;122,39;;;;
D2E01000410;M.EL.Q.TFIX 1000;;122,71;;;;
D2E01000420;M.EL.Q.TFIX 1000 NEW;;122,39;;;;
D2E01000430;M.E. QUADRO T.FIX 1000 DOPPIO NEW;;122,39;;;;
D2E01000440;M.E. QUADRO MELTER10-250 ELETTROMECCANICO NEW;;198,06;;;;
D2E01000450;M.E. QUADRO MELTER300 PLC NEW;;122,71;;;;
D2E01000460;M.E. INVERTER 5,5 KW;;,00;;;;
D2E01000470;M.EL. MODULO IN ANALOG. SIEMENS;;,00;;;;
D2E01000480;M.EL. TIMER H3;;35,25;;;;
D2E01000490;M.E.MODULO COMUNICAZ.BUS BURKERT;;,00;;;;
D2E01000500;M.E. CAVI COMUNICAZIONE BURKERT;;21,51;;;;
D2E01000510;M.E. PULSANTI SCHNEIDER;;43,38;;;;
D2E02000010;M.E. PANNELLO COMANDI MELTER PLC;;826,83;;;;
D2E02000020;M.E. PANNELLO COMANDI MELTER PBD;;,00;;;;
D2E03000010;M.E.LAMPADA MELTER ELETTTROMECC.;;,00;;;;
D2E03000020;M.E. MICRO AGITATORE COLONNA;;14,37;;;;
D2E06000010;M.E. QUADRO MELTER CELLE;;,00;;;;
D2E06000020;M.E. SCAMBIO DATI PLC MELTER;;,00;;;;
D2E06000030;M.E.  GRIGLIA COPERCHIO;;67,30;;;;
D2E06000040;M.E.TERMOSTATO 0-200�C;;,00;;;;
D2E06000050;M.E.  GRIGLIA + 2 COPERCHI APR;;67,30;;;;
D2E06000060;M.E. SCAMBIO DATI PBD MELTER;;,00;;;;
D2E06000070;M.E.CELLE DI CARICO;;,00;;;;
