Articolo;Descrizione lunga;Segn.;Costo Unitario;Proc. Speciale;Produttore;Produttore Modello;Produttore Codice
E994820551;SISTEMA DI VISIONE VALIDA 24 SEA VISION;;72 433,74;;;;
E994820552;SISTEMA DI VISIONE 3D PER VALIDA 12 SEA VISION;;65 350,00;;;;
E994820553;SISTEMA MDI ACTUATORS YUDOO,YUDESK,YURUN,YUVIEW,YUTRACE SEA;;55 500,00;;;;
E994820554;"DATABOX MAX 4TV SEA VISION + DISPLAY 15.6""";;7 232,00;;;;
E994820555;SISTEMA OCV PER T&T CON N�3 TV+ N�1 TV SEA VISION;;21 264,00;;;;
E994820556;SISTEMA HARLEQUIN EVO SYSTEM  PER FBZ320;;30 920,00;;;;
E994820557;"SISTEMA DI VISIONE OCV 10TV 15.6"" SEA VISION";;69 966,00;;;;
E994820558;REWORKING STATION DESKTOP SEA VISION;;25 950,00;;;;
E994820559;SISTEMA DI AGGREGAZIONE MANUALE MAW 100-311 SEA VISION;;41 840,00;;;;
E994820560;REWORKING STATION FOR CLOSED BATCH OPERATIONS SEA VISION;;9 780,00;;;;
E994820561;SISTEMA T&T PER MC820 MAX 4TV SEA VISION;;45 766,00;;;;
E994820562;SISTEMA DI VISIONE OCV TRACK&TRACE PER PS300 SEA VISION;;45 976,00;;;;
E994820563;SISTEMA DI VISIONE PC I5CORE MAX 4TV SEA VISION;;25 508,00;;;;
E994820564;SISTEMA PER VERIFICA PRESENZA E INTEGRITA' FIALE SEA VISION;;33 376,00;;SEA VISION S.r.l.;;
E994820565;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INCL.SEA VISIO;;34 274,00;;;;
E994820566;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INCL.SEA VISIO;;22 134,00;;;;
E994820567;SISTEMA VISIONE HARLE-NIR PER I320/MB432 102-038 SEA VISION;;92 000,00;;;;
E994820568;"SISTEMA DI VISIONE MAIN UNIT 4TV DISPLAY 15.6"" SEA VISION";;39 128,00;;;;
E994820569;SISTEMA SCADA 101-703 SEA VISION;;31 805,00;;;;
E994820570;"SISTEMA MAX 4TV 15.6"" PER THERMOFISHER N4190007 SEA VISION";;25 304,00;;;;
E994820571;SIST.VISIONE CONTROLLO OCV/OCR/ARTWORK [102-071] SEAVISION;;3 271,00;;;;
E994820572;SISTEMA DI VISIONE OCV MAX 8TV SEA VISION;;61 280,00;;;;
E994820573;SISTEMA DI VISIONE PC I5CORE MAX 4TV SEA VISION;;40 360,00;;;;
E994820574;SISTEMA DI VISIONE CONTROLLO 2D (NO CONTEGGIO) SEA VISION;;37 350,00;;;;
E994820575;SISTEMA VIS.HARLEQUIN EVO V.WAVE+ PER INTEGRA520 SEA VISION;;25 178,61;;;;
E994820576;SISTEMA HARLEQUIN EVO WAVE 901-404 SEA VISION;;28 600,00;;;;
E994820577;SISTEMA DI VISIONE YUDOO,YUDESK,YURUN,YUVIEW,YUTRACE SEA;;68 960,00;;;;
E994820578;SISTEMA DI VISIONE PC WAVE MAX 4 TV SEA VISION;;23 631,00;;;;
E994820579;SIST.VIS.OCV MAIN UNIT WAVE+(FINO A 6 TV) 100-248-PLUS SEA;;15 010,00;;;;
E994820580;"DATABOX MAX 4TV SEA VISION + DISPLAY 10"" SEA VISION";;9 266,62;;;;
E994820581;SIST.VIS.PC I5 QUAD CORE 4TV;;35 110,00;;;;
E994820582;"SISTEMA DI VISIONE MAIN UNIT 3TV DISPLAY 15.6"" SEA VISION";;33 664,00;;;;
E994820583;SISTEMA DI VISIONE PROGETTO ROVI MADRID_C0204003 SEA VISION;;30 088,00;;;;
E994820584;SIST.DATABOX(MAX 4TV)+1TV CUSTOM NO DISPLAY SEA VISION;;11 676,35;;;;
E994820585;"SISTEMA VISIONE OCV FOR TRACK&TRACE DISPLAY 15.6"" SEA VISION";;22 844,00;;;;
E994820586;"SISTEMA DI VISIONE MAIN UNIT MAX 4TV 15.6"" PER BP SEA VISION";;62 308,00;;;;
E994820587;"SIST.DATABOX 6TV CTRL CODICE E CTRL ETICHET.10.1"" SEA VISION";;43 060,00;;;;
E994820588;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INC.SEA VISION;;25 193,00;;;;
E994820589;"SISTEMA DI VISIONE MAIN UNIT 4TV DISPLAY 15.6"" SEA VISION";;28 584,00;;;;
E994820590;SISTEMA DI VISIONE PC I5CORE MAX 4TV SPARE HD INC.SEA VISION;;15 424,00;;;;
E994820591;"SIST.DI VISIONE PC I5 QUAD-CORE MAX 4TV HMI 15,6"" SEA VISION";;22 436,00;;;;
E994820592;SISTEMA DI VISIONE TRACKPACK SEA VISION;;35 910,00;;;;
E994820593;SISTEMA DI VISIONE PC I5CORE MAX 4TV NON TV SEA VISION;;8 510,00;;SEA VISION S.r.l.;;
E994820594;SISTEMA VIS.OCV BESTPOCKET PER SERIALIZZ.E AGGREGAZIONE SEA;;,00;;;;
E994820595;SIT.VIS.HARLEQUIN PER B320/MB432 SOTTO ISOLAMENTO SEA VISION;;17 250,00;;SEA VISION S.r.l.;;
E994820596;UPGRADE SIST.HARLEQUIN PER MB421 SEA VISION;;14 436,00;;SEA VISION S.r.l.;;
E994820597;SIST.VIS.2TV PER CONTR.CODICE E STAMPA ETICHETTA + POSIZ.SEA;;18 952,00;;;;
E994820598;SISTEMA DI VISIONE OCV ON NEXTRA N10 SEA VISION;;29 662,00;;SEA VISION S.r.l.;;
E994820599;SISTEMA DI VISIONE NR.2 TELECAMERE CUSTOM SEA VISION;;19 842,00;;SEA VISION S.r.l.;;
E994820600;SISTEMA OCV PER AGGREGAZIONE MCP840  SEAVISION;;52 991,00;;SEA VISION S.r.l.;;
E994820601;PEELER STATION PER ASSOCIAZIONE FARDELLI/CARTONE SEA VISION;;35 600,00;;SEA VISION S.r.l.;;
E994820602;PEELER STATION PER ASSOCIAZIONE CARTONI/PALLET SEA VISION;;24 080,00;;SEA VISION S.r.l.;;
E994820603;SISTEMA DI VISIONE OCV TRACK & TRACE SEA VISION;;31 828,00;;SEA VISION S.r.l.;;
E994820604;SISTEMA OCV PER ISOLA ROBOTICA SEA VISION;;35 972,00;;SEA VISION S.r.l.;;
E994820605;SISTEMA OCV PER TRAY BUFFER SEA VISION;;18 469,60;;SEA VISION S.r.l.;;
E994820606;SISTEMA OCV 4TV PER ISOLA ROBOTICA SEA VISION;;22 948,00;;SEA VISION S.r.l.;;
E994820607;"SISTEMA OCV DISPLAY 15.6"" 4TV PER ISOLA ROBOTICA SEA VISION";;29 744,00;;SEA VISION S.r.l.;;
E994820608;"SISTEMA OCV DISPLAY 15.6"" 4TV PER MA50 SEA VISION";;40 192,00;;SEA VISION S.r.l.;;
E994820609;"SISTEMA OCV DISPLAY 15.6"" 2TV PER MA50 SEA VISION";;15 276,00;;SEA VISION S.r.l.;;
E994820610;"SISTEMA OCV DISPLAY 15.6"" 4TV PER ETICHETT.NERI SEA VISION";;33 792,00;;SEA VISION S.r.l.;;
E994820611;"SISTEMA OCV DISPLAY 10.1""+ TV PER MC820 PER SEA VISION";;11 969,60;;;;
E994820612;*ANN.E SOST.DA E994820585 OCV TRACK & TRACE SEA VISION;;22 844,00;;SEA VISION S.r.l.;;
E994820613;SISTEMA DI VISIONE CONTROLLO SBECCATURA FLACONE SEA VISION;;18 729,60;;SEA VISION S.r.l.;;
E994820614;SISTEMA DI VISIONE MAIN UNIT 1TV NO DISPLAY SEA VISION;;19 584,00;;SEA VISION S.r.l.;;
E994820615;SISTEMA DI VISIONE PER CONTROLLO COLORE TAPPO SEA VISION;;21 136,00;;SEA VISION S.r.l.;;
E994820616;"SISTEMA DI VISIONE MAX 6TV+DISPLAY 15.6"" SEA VISION";;55 476,00;;SEA VISION S.r.l.;;
E994820617;SISTEMA DATABOX PER MSP560 A N.5 CAMERE PER CTRL SEA VISION;;,00;;SEA VISION S.r.l.;;
E994820618;SIST.DATABOX MA80 A N.2 CAMERE PER CTRL AST.E PROSPETTO SEA;;12 332,00;;SEA VISION S.r.l.;;
E994820619;SISTEMA YUDOO: YUDESK,YURUN,YUVIEW,YUDRIVE,YUBI,SEA;;89 350,00;;SEA VISION S.r.l.;;
E994820620;SISTEMA DATABOX PER BL-A309 A N.1 CAMERA PER T&T SEA VISION;;13 050,00;;SEA VISION S.r.l.;;
E994820621;"SISTEMA DI VISIONE MAIN N�1 TV DISPLAY 10,1"" SEAVISION";;24 456,00;;SEA VISION S.r.l.;;
E994820622;SISTEMA HARLEQUIN X MST300 HQ EVO SYSTEM SEA VISION;;26 300,00;;SEA VISION S.r.l.;;
E994820623;CAMERA KIT 2TV OCV/OCR SEAVISION;;11 480,00;;SEA VISION S.r.l.;;
E994820624;SISTEMA DATABOX ALL IN ONE 101-305 SEA VISION;;7 837,28;;SEA VISION S.r.l.;;
E994820625;SIST. DI VIS. DISP. 15.6'' BL-A420CW SEA VISION;;19 050,00;;SEA VISION S.r.l.;;
E994820626;SISTEMA MIDDLEWARE PER N3190007 SEA VISION;;28 320,00;;SEA VISION S.r.l.;;
E994820627;"SISTEMA DI VISIONE MAX 6TV+DISPLAY 15.6"" SEA VISION";;49 496,00;;SEA VISION S.r.l.;;
E994820628;SISTEMA DI VIS.OCV PER BESTPOCKET-SOLO TV ETICHET.SEA VISION;;20 276,00;;SEA VISION S.r.l.;;
E994820629;KIT CAMERA OCV TV4 VIAL HOLDER INSPECT.AND VIAL ORIENTAT.SEA;;4 484,00;;SEA VISION S.r.l.;;
E994820630;SISTEMA OCV PER MA255 101-104 CON N.4 TV SEA VISION;;33 992,00;;SEA VISION S.r.l.;;
E994820631;SISTEMA OCV MAX N.8 TV  [101-126] SEA VISION;;,00;;SEA VISION S.r.l.;;
E994820632;SIST. DI VISIONE (NO LIC. SOFTWARE SLAVE)  4TV PER PS300 SEA;;43 960,00;;SEA VISION S.r.l.;;
E994820633;UPGRADE TOTALE DEL SISTEMA SEA VISION;;23 678,00;;SEA VISION S.r.l.;;
E994820634;"SISTEMA DI VISIONE MAX 4TV+DISPLAY 10"" SEA VISION";;33 139,60;;SEA VISION S.r.l.;;
E994820635;SISTEMA DI VISIONE CONTROLLO 2D CON CONTEGGIO SEA VISION;;47 990,00;;SEA VISION S.r.l.;;
E994820636;SISTEMA DI VISIONE TRACKPACK SEA VISION;;63 570,00;;SEA VISION S.r.l.;;
E994820637;SISTEMA DATABOX CON TV CODES AND OCV/OCR CONTROL SEA VISION;;11 540,57;;SEA VISION S.r.l.;;
E994820638;SISTEMA DI VISIONE COGNEX-OC SEA VISION;;65 136,00;;SEA VISION S.r.l.;;
E994820639;"SISTEMA DI VISIONE OCV PER T&T 15,6"" SEA VISION";;27 200,00;;SEA VISION S.r.l.;;
E994820640;SISTEMA OCV MAX 8TV CON N.6 TV [101-126] SEA VISION;;,00;;SEA VISION S.r.l.;;
E994820641;SISTEMA DI VISIONE OCV SYSTEM FOR TRACK & TRACE SEA VISION;;24 280,00;;SEA VISION S.r.l.;;
E994820642;"SISTEMA DI VISIONE MAIN UNIT 3TV DISPLAY 15.6"" SEA VISION";;37 064,00;;SEA VISION S.r.l.;;
E994820643;"SISTEMA DI VISIONE 5TV (MAX 6TV)+DISPLAY 15.6"" SEA VISION";;44 786,00;;SEA VISION S.r.l.;;
E994820644;SIST.DI VIS.DISPLAY 15.6'' BL-A420 PER N3210051 SEAVISION;;23 237,00;;SEA VISION S.r.l.;;
E994820645;SISTEMA PER MCPV850 T&T LINEA ASTELLAS IRLANDA SEA VISION;;51 620,00;;;;
E994820646;SISTEMA YUDOO CON YUDESK, YUTRACE, YURUN SEA VISION;;22 040,00;;;;
E994820647;SEA LINE CLIENT RUSSIA E USA+ LICENZE SEA VISION;;10 908,00;;SEA VISION S.r.l.;;
E994820648;SIST.DI VISIONE BESTOPOCKET FOR LAYER CHECK SEA VISION;;34 770,50;;;;
E994820649;SISTEMA DI VISIONE OCV SYSTEM FOR T&T BL-A4 SEA VISION;;21 540,00;;;;
E994820650;SISTEMA DI VISIONE PC WAVE MAIN UNIT MA 4TV SEA VISION;;24 699,20;;;;
E994820651;SISTEMA VISIONE MAIN UNIT MAX 6TV NO DISPLAY SEA VISION;;10 760,00;;;;
E994820652;SIST.YUDOO FOR LINE MANAGEMENT AND INTERFACE WITH MES-CAMS;;65 492,00;;;;
E994820653;YUDOO MODULO PER SERIALIZZAZIONE SEA VISION;;,00;;;;
E994820654;SISTEMA DI VISIONE OCV per T&T SU ASTUCCIO BL-A3 SEA VISION;;18 400,00;;;;
E994820655;TV2 + LIGHT UNIT PER CASEPACKER SEA VISION;;4 133,99;;;;
E994820656;SISTEMA LEVEL3 FOT T&T SEA VISION;;29 120,00;;;;
E994820657;LINE MANAGER AND LINE MANAGEMENT FOR T&T SEA VISION;;7 840,00;;;;
E994820658;SIST.REWORKING STATION UL/CSA SEA VISION;;4 876,00;;;;
E994820659;SISTEMA YURUN MODULE SEA VISION;;26 312,00;;;;
E994820660;SISTEMA YUVIEW MODULE FOR MG MACHINES & SEA VISION SYSTEMS;;10 560,00;;;;
E994820661;SIST.YUVIEW MODULE FOR LAETUS SYSTEMS:REAL TIME ANALYSIS SEA;;2 800,00;;;;
E994820662;SISTEMA OCV PC I5 QUAD CORE MAX 4TV SEA VISION;;18 500,00;;;;
E994820663;SISTEMA OCV PC I5 QUAD CORE MAX 6TV SEA VISION;;,00;;;;
E994820664;LINE CLEARANCE SU PUCK FEEDER SEA VISION;;14 300,00;;;;
E994820665;"SISTEMA DI VISIONE OCV 9TV 15.6"" SEA VISION";;66 026,00;;;;
E994820666;SISTEMA TRACKSAN SEA VISION;;50 065,00;;;;
E994820667;CODE CHECK INFEED 102-404 SEA VISION;;2 908,32;;SEA VISION S.r.l.;102-404;102-404
E994820668;SISTEMA DI VISIONE OCV(6TV)PER TRACK&TRACE(LIVELLO 1) SEA;;61 590,45;;;;
E994820669;SISTEMA DI VISIONE V12-006 SEA VISION;;12 030,51;;;;
E994820670;DISPLAY ESTERNO(104-014) CON TV SEA VISION;;6 223,25;;;;
E994820671;SISTEMA QUAD CORE 4T CON CAMERA SEA VISION;;33 594,60;;;;
E994820672;LAMPADA+CAVO SEA VISION;;2 830,21;;;;
E994820673;SISTEMA DATABOX PER MSP560 A N.5 CAMERE PER CTRL SEA VISION;;,00;;;;
E994820674;REWORKING STATION+ZEBRA ZT411 SEA VISION;;8 800,00;;SEA VISION S.r.l.;;100-306_001
E994820675;SISTEMA YUDOO PER LINEA ABOCA SOLIDI SEA VISION;;43 890,30;;;;
E994820676;SISTEMA YUDOO PER LINEA ABOCA STICK SEA VISION;;42 849,90;;;;
E994820677;SISTEMA DI VISIONE TRACKER SEA VISION;;20 983,12;;SEA VISION S.r.l.;;
E994820678;TV CON RETROILLUMINAZIONE SEA VISION;;17 127,99;;;;
E994820679;YUTRACE SOLUZIONE LEVEL 3 PER T&T SEA VISION;;32 402,14;;;;
E994820680;YUTRACE SOLUZIONE LEVEL 3 REWORKING STATION SEA VISION;;11 207,34;;;;
E994820681;YUDESK YUDOO PLATFORM SEA VISION;;23 600,00;;SEA VISION S.r.l.;;
E994820682;YUDESK+ MODULE FOR ERP SAP INTEGRATION SEA VISION;;7 700,00;;SEA VISION S.r.l.;;
E994820683;YUDRIVE+MODULE FOR BATCH DATA POSTING SEA VISION;;7 000,00;;SEA VISION S.r.l.;;
E994820684;YUVIEW MODULE FOR SHOPFLOOR DASHBOARD FUNCTION SEA VISION;;3 550,00;;SEA VISION S.r.l.;;
E994820685;YUTRACE MODULE FOR SERIALISATION AT LINE LEVEL SEA VISION;;33 100,00;;SEA VISION S.r.l.;;
E994820686;LINE MANAGEMENT SEA VISON;;15 800,00;;SEA VISION S.r.l.;;
E994820687;DATABOX ON LABELLER (VI2-006) MAX 4TVS SEA VISION;;,00;;SEA VISION S.r.l.;101-302;101-302
E994821001;VALIDAZIONE OCV 301-005 SEA VISION;;1 852,00;;SEA VISION S.r.l.;;
E994821002;VALIDAZIONE PER OCV PER TRACK & TRACE 301-013 SEA VISION;;5 250,00;;SEA VISION S.r.l.;;
E994821003;VALIDAZIONE FRENCH CODING 301-014 SEA VISION;;5 000,00;;SEA VISION S.r.l.;;
E994821004;VALIDAZIONE MATRICE TRACCIABILITA' 301-008 SEA VISION;;1 600,00;;SEA VISION S.r.l.;;
E994821005;UPGRADE FRENCH CODE IN TRACK & TRACE 102-232 SEA VISION;;,00;;SEA VISION S.r.l.;;
E994821006;RICAMBIO CON SW.OCV INSTALLATO 107-001 SEA VISION;;1 020,00;;SEA VISION S.r.l.;;
E994821007;CAMERA KIT AGGIUNTIVO X FRENCH COD.+T&T 102-233 SEA VISION;;,00;;SEA VISION S.r.l.;;
E994821008;CAMERA KIT AGGIUNTIVO  X CTRL.VIGNETTA 102-234 SEA VISION;;3 600,00;;SEA VISION S.r.l.;;
E994821009;ILL.STR.-ILL.50X50X34.5 WITH 01.0276 ART.105-002 SEA VISION;;295,65;;SEA VISION S.r.l.;;
E994821010;SCH.ACQUIS.IMM.2 TV B&W - ANALOG CAM.ART.103-002 SEA VISION;;1 600,00;;SEA VISION S.r.l.;;
E994821011;CAM.KIT CON TV HR 50 B&V, CAVO ANA.SQ.45� 102-001 SEA VISION;;4 800,00;;SEA VISION S.r.l.;;
E994821012;KIT HARLEQUIN PER MB441/MB451 CAVI LUNGHI SEA VISION;;100,00;;SEA VISION S.r.l.;;
E994821013;SPECIFICHE PER SEA VISION;;400,00;;;;
E994821014;HDS E SDS SEAVISION;;500,00;;SEA VISION S.r.l.;;
E994821015;VALIDAZIONE SISTEMA OCR/OCV 301-002 SEA VISION;;1 500,00;;;;
E994821016;MODULO PER CONNESSIONE CDB620-001 PART.1042256 SICK;;67,53;;;;
E994821017;TESTINA CLV422-0010 PART.1022548 SICK;;693,42;;;;
E994821018;TELECAMERA OCR/OCV SEAVISION;;7 300,00;;SEA VISION S.r.l.;;
E994821019;*SOST.DA E994821031 CHAN.VAL.SIS.301-102 SEA VISION;ANN;1 000,00;;SEA VISION S.r.l.;;
E994821020;TV AGGIUNTIVE SEAVISION LABORATORIA WOLFS;;25 920,00;;SEA VISION S.r.l.;;
E994821021;UPGRADE DEL SISTEMA BVOCV1TV0240571209 SEA VISION;;11 720,00;;;;
E994821022;VALIDAZIONE HQ + VAL.LICENZE AGGIUNTIVE SEA VISION;;5 620,00;;;;
E994821023;SCANNER MANUALE USB 2D 105-025 SEA VISION;;1 750,00;;;;
E994821024;UPGRADING SISTEMA M3135103-MA155 M3100017 SEA VISION;;21 222,00;;;;
E994821025;UPGRADING A DIGITALE DEL SISTEMA DI VISIONE SEA VISION;;12 880,00;;;;
E994821026;KIT CAVI HARLEQUIN B320/B520 SEA VISION;;60,42;;;;
E994821027;VALIDAZIONE 2 CONTROLLI OCV+LICENZA BASE 301-004 SEA VISION;;2 100,00;;;;
E994821028;CLIENT PER M8145020 SEA VISION;;3 510,00;;;;
E994821029;VALIDAZIONE PER LINE CLIENT/LINE MANAGER 301-203 SEA VISION;;2 200,00;;;;
E994821030;UPGRADE SERVER PER CLIENT SEA VISION;;4 400,00;;;;
E994821031;CHANGE VALIDAZIONE  SEA VISION;;2 310,00;;;;
E994821032;POWER SUPPLY ENERMAX TRIATHLOR 550W 80P BRONZE-EN SEA VISION;;,00;;;;
E994821033;CAMERA KIT AGGIUNTIVO X TRACK & TRACE SEA VISION;;4 944,01;;;;
E994821034;SOFTWARE SEAVISION GESTIONE COMUNICAZIONE CON SCADA CLIENTE;;12 040,00;;;;
E994821035;TELECAMERA AGGIUNTIVA DA INSTALL.SU MACCH. COMBI 3BS ACTAVIS;;4 680,00;;;;
E994821036;LINE SERVER SOFTWARE SAE VISION;;37 680,00;;;;
E994821037;PC CLIENT TOUCH SMART SEA VISION + LICENZE;;16 950,00;;;;
E994821038;LICENZA COMUNICAZIONE CON PLC-SEA SEA VISION;;5 280,00;;;;
E994821039;PACCHETTO LICENZE SW SEA VISION;;10 625,29;;;;
E994821040;VALIDAZIONE 1 CONTROLLO OCV + LICENZA BASE [101-305];;1 600,00;;;;
E994821041;LMS SERVER SEA VISION;;96 660,00;;;;
E994821042;VALIDATION DOCUMENTS FOR LMS SITE SERVER SEA VISON;;16 100,00;;;;
E994821043;LICENZA SOFTWARE MISURE PROGRAMMABILI [201-005];;1 609,65;;;;
E994821044;VALIDAZIONE LICENZA MISURE PROGRAM.HQ 301-105 SEA VISION;;550,00;;;;
E994821045;SISTEMA UPS PER SEA VISION HARLEQUIN;;500,00;;;;
E994821046;MB-INTEL BOXD525MW-INTEL MOUNT WASH D525MW NM10 MINIATX;;708,00;;;;
E994821047;POWER SUPPLY - ALIMENTATORE DC-DC CONVERTER PICOPSU-80WI32;;116,00;;;;
E994821048;RAM - KINGSTON KVR800D3S8S6/2G 800MHZ DDR3 NON.ECC CL6;;48,00;;;;
E994821049;CAMERA BASLER ACA1300-30GM ETHERNET 1296X966 30FPS;;2 360,09;;;;
E994821050;ILLUMINATORE STROB.LED OVALE CON FOSFORO REMOTO 105-069;;632,91;;;;
E994821051;LIGHT UNIT - OCV LED ILLUMINATORE OVALE 103X49X26,5MM;;632,76;;;;
E994821052;CAMERA KIT PER TRACK & TRACE 102-402 SEA VISION;;4 885,89;;;;
E994821053;KIT CAVI HARLEQUIN EVO MB421/B220;;100,00;;;;
E994821054;KIT CAVI HARLEQUIN LITE INTEGRA220;;100,00;;;;
E994821055;SERVER E VALIDAZIONE SEA VISION;;17 800,00;;;;
E994821056;LED BOARD 4X 01.0257 SEA VISION;;172,00;;;;
E994821057;LED BOARD 7X  SEA VISION;;280,00;;;;
E994821058;BOOSTER HARLE 4X TTL SEPARATED FACADES REV.5 SEA VISION;;184,00;;;;
E994821059;KIT CAVI PER BVHQ2C0094851314 101-700 SEA VISION;;100,00;;;;
E994821060;VALIDAZIONE 3 CONTR.OCV+LIC.BASE DI VALID.301-003 SEA VISION;;2 783,00;;;;
E994821061;VALIDAZIONE SISTEMA SEAVISION LEK SLOVENIA;;1 600,00;;;;
E994821062;SISTEMA VISIONE 7TV SEA-VISION;;44 844,67;;;;
E994821063;INSPECTION STATION 102-009 SEA VISION;;2 552,50;;;;
E994821064;MODIFICHE SISTEMA VISIONE S/N BVOCV3TV03801514 SEA VISION;;6 500,00;;;;
E994821065;"MAIN UNIT PC 15"" OCV EVOLUTION 101-015 SEA VISION";;4 880,00;;;;
E994821066;POWER SUPPLY BACK UP UPS GR.CON.BLACK LCD 550 RS-APC BR550GI;;550,00;;;;
E994821067;TV CONTROLLO COD. BARRE LATO SUP. ASTUCCIO + CONTR.COD.AST;;4 400,00;;;;
E994821068;TELECAMERA AGGIUNTIVA PER CONTROLLO LATO;;4 660,00;;;;
E994821069;LICENZA SW SIMMETRIA HARLEQUIN SEA VISION;;1 500,00;;;;
E994821070;LICENZA SW SIMMETRIA HARLEQUIN SEA VISION;;1 500,00;;;;
E994821071;VALIDAZIONE OCV 301-009 SEA VISION;;1 600,00;;;;
E994821072;VALIDAZIONE OCV 301-015 SEA VISION;;3 750,00;;;;
E994821073;LIGHT BOX PVC 240X240 SEA VISION;;304,00;;;;
E994821074;VALIDAZIONE PQV PER SEA HQ SEA VISION;;1 500,00;;;;
E994821075;KIT TV OCV CONTROLLO CODICE ASTUCCIO [102-007];;3 265,38;;;;
E994821076;VALIDAZIONE REWORKING ST 301-204 SEA VISION;;500,00;;;;
E994821077;VALIDAZIONE SITE SERVER 301-213 SEA VISION;;2 300,00;;;;
E994821078;LICENCES PER LINE - 10 LINES SEA VISION;;7 040,00;;;;
E994821079;SOFTWARE BASE LICENCE - UP TO 5 LINES;;10 850,00;;;;
E994821080;DIFFUSORE 02.0736 240X240 SEA VISION;;112,00;;;;
E994821081;CAMERA KIT ALUCODE DIR.164,6X90,75XD80MM 903-003 SEA VISION;;3 500,00;;;;
E994821082;SW LICENCE SLAVE REMOTE BATCH FUNCTIONS 201-024 SEA VISION;;1 856,39;;;;
E994821083;VALIDAZIONE LICENZA AGGIUNTIVA HQ 301-103 SEA VISION;;500,00;;;;
E994821084;CONTROLLO DATI VARIABILI SU GRUPPO ESTERNO ASTUCCIATRICE;;,00;;;;
E994821085;BANCHINO PER STAMPA ETICHETTE + TV3 CONT.FLAC.SEA VISION;;56 390,00;;;;
E994821086;SOFTWARE LICENCE FOR TRACK & TRACE;;11 440,00;;;;
E994821087;SOFTWARE BASE LICENCE (Via Web Service);;10 080,00;;;;
E994821088;SOFTWARE BASE LICENCE (Via File Service);;10 800,00;;;;
E994821089;SCHEDA MB-ASUS Q170M-C MICRO-ATX SK LGA-1151;;475,00;;;;
E994821090;CAVO PER COLLEGAMENTO TV-BLACK BOX [102-111]SEA VISION;;244,00;;;;
E994821091;TELECAMERA PER CONTROLLO CODICE LOCV.001.03 SEA VISION;;,00;;;;
E994821092;LICENZA SOFTWARE CLIENT. SOLO SOFTWARE 202-013 SEA VISION;;3 080,00;;;;
E994821093;LICENZE DI LINEA SEA VISION;;10 880,00;;;;
E994821094;LICENZA SOFTWARE BASE UP TO 5 SEA VISION;;11 280,00;;;;
E994821095;PC CLIENT TOUCH SMART +LICENZA SOFTWARE BASE  SEA VISION;;15 594,88;;;;
E994821096;*ANNULLATO E SOSTITUITO DA E994820472;ANN;896,00;;;;
E994821097;VALIDAZIONE DATABOX  301-010 SEAVISION;;1 848,00;;;;
E994821098;TELECAMERA BASLER ACA1300-30GC COLOR GIGE 1294X964 SEAVISION;;425,00;;;;
E994821099;CAMERA KIT 29MPIXEL SEAVISION;;26 360,00;;;;
E994821100;KIT CAMERA AGGIUNTIVO TV PER CONTROLLO STAMPA SEA VISION;;4 740,00;;;;
E994821101;PROCESS ORDER SOFTWARE LICENCE 202-029 SEA VISION;;8 000,00;;;;
E994821102;SISTEMA UPS PER PC WAVE SEA VISION 601-004;;650,00;;;;
E994821103;SOFTWARE LICENCE VIA FILE FOR SERIAL NUMBER 202-035 SEA VIS.;;3 850,00;;;;
E994821104;MIDDLEWARE SOFTWARE LICENSES-UP TO 5 LINE SEA VISION;;6 400,00;;;;
E994821105;LICENZA SW BASE HQ 200-007_002 SEA VISION;;5 040,00;;;;
E994821106;202-017 SOFTWARE LICENCE AUTOGEN.OF SERIAL NUMEBR SEA VISION;;4 400,00;;;;
E994821107;LIGHT BOX INOX 240X240 CON FORI 02.0772 SEA VISION;;312,00;;;;
E994821108;VALIDAZIONE OFFLINE CLIENT 301-211 SEA VISION;;1 000,00;;;;
E994821109;LIGHT UNIT-HQ INOX LED 240X200 DF PER B320 105-218 SEA VISIO;;2 520,00;;;;
E994821110;BOOSTER MASTER PER SIST.VISIONE 101-901  SEA VISION;;125,56;;;;
E994821111;CAMERA KIT- OCV DIGITAL CAMERA B&W 102-024 SEA VISION;;2 742,53;;;;
E994821112;VETRO PVC 02.1214 SEA VISION;;32,00;;;;
E994821113;LIGHT UNIT-ILLUMINAT.INOX LED 200X400MM 105-221 SEA VISION;;2 400,00;;;;
E994821114;LIGHT UNIT -HQ LED 200X340X60MM 105-303 SEA VISION;;2 000,00;;;;
E994821115;LICENZA SOFTWARE FOR SUPPORTED PRINTER MANAGEMENT 201-012;;465,01;;;;
E994821116;TC OCV/OCR ON ALLUMINIUM COMPLETA SEA VISION;;16 479,04;;;;
E994821117;VALIDAZIONE LICENZA AGGIUNTIVA OCV/OCR 301-104 SEA VISION;;1 215,00;;;;
E994821118;SISTEMA DI CONTROLLO PHARMACODE + OCV/OCR 3 TV SEA VISION;;21 512,00;;;;
E994821119;LICENZA CARATTERI OCV/OCR PER TV DATABOX 201-002 SEA VISION;;3 874,18;;;;
E994821120;CUSTOM TV  [102-038] SEA VISION;;9 519,93;;;;
E994821121;DISPLAY 10,1� 104-019 STAND ALONE SEA VISION;;1 624,98;;;;
